Uniprot,Disorder_NSP,Helix_NSP,Coil_NSP,Sheet_NSP
Q8N7X0,0.3359328134373125,0.2255548890221956,0.6040791841631674,0.170365926814637
Q5T1N1,0.5334928229665071,0.1830143540669856,0.7775119617224879,0.0394736842105263
Q92667,0.6445182724252492,0.0797342192691029,0.8050941306755258,0.115171650055371
Q5VUY0,0.0,0.4914004914004914,0.3808353808353808,0.1277641277641277
P62736,0.0371352785145888,0.4456233421750663,0.3474801061007957,0.2068965517241379
Q9H553,0.0360576923076923,0.4855769230769231,0.375,0.1394230769230769
P0C7M7,0.0241379310344827,0.3206896551724137,0.4482758620689655,0.2310344827586207
P49703,0.1194029850746268,0.3283582089552239,0.4776119402985074,0.1940298507462686
Q5TGY3,0.3930131004366812,0.0979413599500935,0.8533998752339363,0.04865876481597
Q75V66,0.008762322015334,0.5388828039430449,0.3986856516976999,0.0624315443592552
Q96JD6,0.00625,0.4375,0.434375,0.128125
P02655,0.3564356435643564,0.6237623762376238,0.3762376237623761,0.0
P55056,0.3858267716535433,0.5590551181102362,0.4409448818897638,0.0
Q8WXK4,0.0647249190938511,0.4692556634304207,0.5307443365695793,0.0
Q9ULK2,0.7247386759581882,0.0592334494773519,0.902439024390244,0.0383275261324041
Q99700,0.7151561309977151,0.0594059405940594,0.8834729626808835,0.0571210967250571
O75882,0.0881735479356193,0.066480055983205,0.6235129461161651,0.3100069979006298
Q6ZP68,0.0,0.1900826446280992,0.5206611570247934,0.2892561983471074
P56385,0.1304347826086956,0.7536231884057971,0.2463768115942029,0.0
P56945,0.4551724137931034,0.293103448275862,0.6678160919540229,0.0390804597701149
Q9HBH7,0.392,0.176,0.8240000000000001,0.0
Q6ZU67,0.5262172284644194,0.3277153558052435,0.6722846441947565,0.0
Q8TDH9,0.1657754010695187,0.7433155080213903,0.2566844919786096,0.0
Q9BQP9,0.2086614173228346,0.2559055118110236,0.4488188976377953,0.2952755905511811
Q9H3F6,0.2140575079872204,0.2747603833865815,0.5047923322683706,0.2204472843450479
P04920,0.2925060435132957,0.4012892828364222,0.5318291700241741,0.0668815471394037
Q969J3,0.1989795918367347,0.5918367346938775,0.4081632653061225,0.0
Q8TDN6,0.3229461756373937,0.1954674220963173,0.5977337110481586,0.206798866855524
O95816,0.2085308056872037,0.6350710900473934,0.3649289099526066,0.0
A2RUR9,0.2361597757533287,0.5697266993693062,0.421864050455501,0.0084092501751927
O43286,0.2551546391752577,0.2010309278350515,0.634020618556701,0.1649484536082474
Q86Y30,0.0825688073394495,0.3119266055045872,0.3853211009174312,0.3027522935779817
Q8WUZ0,0.8156682027649771,0.0829493087557603,0.8709677419354839,0.0460829493087557
O60512,0.2137404580152672,0.2035623409669211,0.628498727735369,0.1679389312977099
P42575,0.1194690265486725,0.3207964601769911,0.5376106194690266,0.1415929203539823
Q6P9G0,0.0350877192982456,0.2368421052631579,0.5219298245614035,0.2412280701754386
P31415,0.1212121212121212,0.3257575757575757,0.5,0.1742424242424242
P40121,0.028735632183908,0.2385057471264368,0.4626436781609196,0.2988505747126437
Q6ZTR7,0.1217105263157894,0.6973684210526315,0.3026315789473684,0.0
Q9H425,0.5871559633027523,0.146788990825688,0.7706422018348624,0.0825688073394495
Q5VU69,0.0594059405940594,0.7623762376237624,0.2376237623762376,0.0
O60911,0.0688622754491018,0.3023952095808383,0.5778443113772455,0.1197604790419161
Q8N6G1,0.0520833333333333,0.0,0.5,0.5
Q8ND23,0.3746355685131195,0.3163265306122449,0.6078717201166179,0.075801749271137
Q4AC94,0.4598385040373991,0.096897577560561,0.6727581810454739,0.2303442413939651
Q8TAB5,0.6812227074235808,0.314410480349345,0.6855895196506551,0.0
Q99616,0.336734693877551,0.1632653061224489,0.6530612244897959,0.1836734693877551
Q5VUE5,0.3793103448275862,0.1517241379310344,0.7793103448275862,0.0689655172413793
Q16581,0.1265560165975103,0.504149377593361,0.4232365145228216,0.0726141078838174
P43166,0.0189393939393939,0.1325757575757575,0.5151515151515151,0.3522727272727273
Q8IYX3,0.4616639477977161,0.2544861337683524,0.7308319738988581,0.0146818923327895
O95319,0.0551181102362204,0.3602362204724409,0.4606299212598425,0.1791338582677165
Q9UPV0,0.4315068493150685,0.4465753424657534,0.5315068493150685,0.021917808219178
O15519,0.0583333333333333,0.41875,0.4625,0.11875
Q32Q52,0.5210526315789473,0.0421052631578947,0.8631578947368421,0.0947368421052631
Q96LP6,0.5972222222222222,0.1388888888888889,0.8305555555555556,0.0305555555555555
Q3C1V1,0.4870466321243523,0.2124352331606217,0.7823834196891192,0.005181347150259
P41002,0.2519083969465649,0.4643765903307888,0.5203562340966921,0.015267175572519
P51790,0.1014669926650366,0.5183374083129584,0.4339853300733496,0.0476772616136919
P78369,0.1447368421052631,0.5482456140350878,0.3464912280701754,0.1052631578947368
Q8NCH0,0.2659574468085106,0.3484042553191489,0.5984042553191489,0.0531914893617021
Q9NQW8,0.3646477132262052,0.3881334981458591,0.546353522867738,0.0655129789864029
